component,age_years,weight_kg,contains_lithium,contains_lead,contains_mercury,contains_cadmium,contains_cfc,recyclable,material_type,weight_class,condition,region_risk,disposal_history,hazard_score
Microwave,6.15,58.53,0,0,0,0,0,1,metal,heavy,damaged,medium,formal,68.99
Microwave,7.47,5.39,0,0,0,0,0,1,metal,heavy,broken,high,none,87.86
Microwave,5.67,51.5,0,0,0,0,0,1,metal,heavy,broken,medium,none,83.39
Microwave,7.21,32.31,0,0,0,0,0,1,metal,heavy,damaged,low,formal,63.89
Microwave,4.87,26.91,0,0,0,0,0,1,metal,heavy,broken,medium,informal,71.35
Microwave,2.04,2.89,0,0,0,0,0,1,metal,heavy,broken,medium,none,73.37
Microwave,3.42,13.69,0,0,0,0,0,1,metal,heavy,working,low,informal,54.56
Microwave,1.84,59.15,0,0,0,0,0,1,metal,heavy,damaged,low,formal,54.53
Microwave,10.42,57.69,0,0,0,0,0,1,metal,heavy,working,medium,formal,64.54
Microwave,7.87,24.84,0,0,0,0,0,1,metal,heavy,damaged,low,none,64.47
Microwave,8.42,33.91,0,0,0,0,0,1,metal,heavy,broken,low,none,74.81
Microwave,8.25,6.91,0,0,0,0,0,1,metal,heavy,damaged,medium,none,75.4
Microwave,4.89,57.41,0,0,0,0,0,1,metal,heavy,damaged,high,none,72.09
Microwave,3.61,48.21,0,0,0,0,0,1,metal,heavy,broken,medium,informal,68.84
Microwave,0.68,13.22,0,0,0,0,0,1,metal,heavy,damaged,medium,formal,60.55
Washing Machine,10.54,42.3,0,0,0,0,0,1,metal,heavy,working,medium,none,54.58
Washing Machine,11.22,43.24,0,0,0,0,0,1,metal,heavy,broken,low,informal,64.66
Washing Machine,3.16,10.88,0,0,0,0,0,1,metal,heavy,broken,low,informal,51.79
Washing Machine,4.14,25.48,0,0,0,0,0,1,metal,heavy,damaged,medium,none,54.81
Washing Machine,2.26,44.0,0,0,0,0,0,1,metal,heavy,working,medium,none,41.23
Washing Machine,7.99,42.76,0,0,0,0,0,1,metal,heavy,damaged,medium,formal,51.24
Washing Machine,11.49,55.4,0,0,0,0,0,1,metal,heavy,damaged,high,informal,64.36
Washing Machine,5.4,32.25,0,0,0,0,0,1,metal,heavy,working,medium,none,47.46
Washing Machine,8.32,38.11,0,0,0,0,0,1,metal,heavy,broken,low,informal,63.82
Washing Machine,4.22,8.18,0,0,0,0,0,1,metal,heavy,broken,medium,none,65.91
Washing Machine,7.24,40.45,0,0,0,0,0,1,metal,heavy,broken,medium,informal,71.33
Washing Machine,4.8,23.29,0,0,0,0,0,1,metal,heavy,working,high,formal,49.01
Washing Machine,7.95,24.8,0,0,0,0,0,1,metal,heavy,damaged,medium,formal,59.17
Washing Machine,10.02,10.24,0,0,0,0,0,1,metal,heavy,broken,medium,none,68.94
Washing Machine,6.08,32.53,0,0,0,0,0,1,metal,heavy,broken,high,informal,67.44
Washing Machine,4.96,17.22,0,0,0,0,0,1,metal,heavy,damaged,high,formal,49.92
Washing Machine,8.29,10.38,0,0,0,0,0,1,metal,heavy,damaged,low,formal,51.6
Washing Machine,3.05,27.82,0,0,0,0,0,1,metal,heavy,damaged,high,none,59.81
Washing Machine,6.4,40.25,0,0,0,0,0,1,metal,heavy,broken,low,informal,61.64
Washing Machine,6.74,31.78,0,0,0,0,0,1,metal,heavy,damaged,medium,none,58.72
Washing Machine,5.31,42.85,0,0,0,0,0,1,metal,heavy,broken,low,informal,66.08
Washing Machine,3.37,38.42,0,0,0,0,0,1,metal,heavy,broken,medium,none,55.76
Washing Machine,11.92,6.37,0,0,0,0,0,1,metal,heavy,working,high,none,60.04
Washing Machine,10.26,1.23,0,0,0,0,0,1,metal,heavy,damaged,medium,none,55.66
Washing Machine,3.76,41.21,0,0,0,0,0,1,metal,heavy,damaged,low,formal,38.03
Washing Machine,9.8,48.02,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,59.97
Washing Machine,10.01,25.51,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,54.7
Washing Machine,1.55,43.12,0,0,0,0,0,1,metal,heavy,working,low,informal,34.81
Washing Machine,3.12,35.04,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,52.87
Washing Machine,10.62,26.03,0,0,0,0,0,1,metal,heavy,damaged,low,informal,57.38
Washing Machine,6.87,33.53,0,0,0,0,0,1,metal,heavy,broken,low,formal,54.22
Washing Machine,2.96,3.61,0,0,0,0,0,1,metal,heavy,damaged,low,none,44.05
Washing Machine,6.64,8.64,0,0,0,0,0,1,metal,heavy,working,high,formal,44.45
Washing Machine,7.23,18.95,0,0,0,0,0,1,metal,heavy,working,low,formal,45.92
Washing Machine,5.42,39.5,0,0,0,0,0,1,metal,heavy,damaged,low,informal,55.28
Washing Machine,7.28,28.28,0,0,0,0,0,1,metal,heavy,damaged,high,none,64.14
Washing Machine,4.21,14.24,0,0,0,0,0,1,metal,heavy,damaged,medium,none,51.0
Washing Machine,8.82,48.36,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,61.61
Washing Machine,10.72,50.72,0,0,0,0,0,1,metal,heavy,damaged,medium,none,53.06
Washing Machine,9.17,13.21,0,0,0,0,0,1,metal,heavy,damaged,high,none,65.82
Washing Machine,5.14,12.89,0,0,0,0,0,1,metal,heavy,damaged,medium,formal,46.73
Washing Machine,5.72,23.16,0,0,0,0,0,1,metal,heavy,broken,medium,formal,60.25
Washing Machine,1.53,35.45,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,52.94
Washing Machine,6.3,8.98,0,0,0,0,0,1,metal,heavy,working,low,formal,37.87
Washing Machine,7.51,11.8,0,0,0,0,0,1,metal,heavy,damaged,low,none,52.37
Washing Machine,4.27,12.6,0,0,0,0,0,1,metal,heavy,damaged,low,none,52.29
Washing Machine,6.52,53.92,0,0,0,0,0,1,metal,heavy,working,high,none,54.75
Washing Machine,2.46,15.29,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,50.03
Washing Machine,11.4,7.59,0,0,0,0,0,1,metal,heavy,broken,low,none,59.39
Washing Machine,10.37,18.54,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,61.37
Washing Machine,6.2,43.94,0,0,0,0,0,1,metal,heavy,working,medium,none,47.46
Washing Machine,5.14,8.23,0,0,0,0,0,1,metal,heavy,damaged,low,informal,60.03
Washing Machine,9.28,15.5,0,0,0,0,0,1,metal,heavy,damaged,high,none,64.99
Washing Machine,9.33,2.44,0,0,0,0,0,1,metal,heavy,working,low,informal,55.8
Washing Machine,10.23,20.78,0,0,0,0,0,1,metal,heavy,damaged,high,informal,73.03
Washing Machine,4.44,5.04,0,0,0,0,0,1,metal,heavy,broken,low,formal,43.85
Washing Machine,10.6,18.12,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,59.7
Washing Machine,5.22,43.23,0,0,0,0,0,1,metal,heavy,damaged,high,formal,51.26
Washing Machine,6.29,35.06,0,0,0,0,0,1,metal,heavy,broken,low,informal,58.82
Washing Machine,10.58,1.15,0,0,0,0,0,1,metal,heavy,broken,high,none,75.36
Washing Machine,5.55,2.7,0,0,0,0,0,1,metal,heavy,broken,medium,formal,55.91
Washing Machine,1.93,12.86,0,0,0,0,0,1,metal,heavy,working,medium,informal,54.13
Washing Machine,6.32,49.03,0,0,0,0,0,1,metal,heavy,broken,medium,formal,54.71
Washing Machine,7.0,38.95,0,0,0,0,0,1,metal,heavy,damaged,high,formal,65.24
Washing Machine,8.22,0.27,0,0,0,0,0,1,metal,heavy,broken,low,formal,51.36
Washing Machine,2.96,35.11,0,0,0,0,0,1,metal,heavy,damaged,low,informal,44.61
Washing Machine,9.82,41.39,0,0,0,0,0,1,metal,heavy,broken,medium,informal,67.65
Washing Machine,10.07,58.83,0,0,0,0,0,1,metal,heavy,damaged,low,formal,50.0
Washing Machine,4.2,34.72,0,0,0,0,0,1,metal,heavy,working,high,informal,55.25
Washing Machine,9.19,36.41,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,62.33
Washing Machine,6.87,59.18,0,0,0,0,0,1,metal,heavy,broken,high,none,78.22
Washing Machine,10.04,26.63,0,0,0,0,0,1,metal,heavy,damaged,medium,formal,45.1
Washing Machine,7.57,49.68,0,0,0,0,0,1,metal,heavy,working,medium,informal,52.87
Washing Machine,3.12,10.29,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,55.75
Washing Machine,1.51,53.61,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,56.83
Washing Machine,11.19,18.21,0,0,0,0,0,1,metal,heavy,broken,high,none,71.79
Washing Machine,3.33,34.62,0,0,0,0,0,1,metal,heavy,damaged,high,formal,46.36
Washing Machine,4.21,38.7,0,0,0,0,0,1,metal,heavy,broken,medium,none,63.13
Washing Machine,3.54,31.17,0,0,0,0,0,1,metal,heavy,damaged,low,informal,55.19
Washing Machine,8.97,34.28,0,0,0,0,0,1,metal,heavy,working,low,informal,57.68
Washing Machine,3.66,4.79,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,58.9
Washing Machine,4.33,45.29,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,61.56
Washing Machine,0.63,41.79,0,0,0,0,0,1,metal,heavy,damaged,high,none,49.71
Washing Machine,2.84,20.43,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,56.55
Washing Machine,2.4,58.66,0,0,0,0,0,1,metal,heavy,working,high,none,57.96
Washing Machine,5.51,37.81,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,58.42
Washing Machine,6.23,34.78,0,0,0,0,0,1,metal,heavy,damaged,medium,formal,46.44
Washing Machine,10.52,29.1,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,66.52
Washing Machine,6.99,6.88,0,0,0,0,0,1,metal,heavy,broken,medium,informal,61.77
Washing Machine,10.08,27.26,0,0,0,0,0,1,metal,heavy,broken,low,none,68.58
Washing Machine,8.96,12.71,0,0,0,0,0,1,metal,heavy,working,medium,none,51.56
Washing Machine,0.85,23.84,0,0,0,0,0,1,metal,heavy,damaged,high,informal,51.4
Washing Machine,9.92,32.83,0,0,0,0,0,1,metal,heavy,working,medium,informal,53.04
Washing Machine,2.81,55.35,0,0,0,0,0,1,metal,heavy,broken,high,informal,63.6
Washing Machine,6.3,27.87,0,0,0,0,0,1,metal,heavy,damaged,medium,formal,49.68
Washing Machine,6.45,22.21,0,0,0,0,0,1,metal,heavy,broken,high,none,74.86
Washing Machine,8.81,12.28,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,58.46
Washing Machine,2.09,23.95,0,0,0,0,0,1,metal,heavy,broken,low,informal,60.15
Washing Machine,5.48,4.27,0,0,0,0,0,1,metal,heavy,damaged,high,informal,62.02
Washing Machine,1.49,56.19,0,0,0,0,0,1,metal,heavy,damaged,medium,none,53.54
Washing Machine,4.23,42.97,0,0,0,0,0,1,metal,heavy,working,medium,formal,39.81
Washing Machine,8.75,56.6,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,64.05
Washing Machine,4.25,28.54,0,0,0,0,0,1,metal,heavy,damaged,high,none,68.45
Washing Machine,10.79,23.58,0,0,0,0,0,1,metal,heavy,broken,medium,informal,67.29
Washing Machine,8.66,57.04,0,0,0,0,0,1,metal,heavy,working,high,informal,63.9
Washing Machine,6.85,39.66,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,56.29
Washing Machine,5.16,11.91,0,0,0,0,0,1,metal,heavy,broken,medium,none,54.11
Washing Machine,5.18,24.56,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,52.87
Washing Machine,2.05,29.77,0,0,0,0,0,1,metal,heavy,working,low,none,47.02
Washing Machine,5.12,54.54,0,0,0,0,0,1,metal,heavy,damaged,high,informal,67.46
Washing Machine,11.54,49.23,0,0,0,0,0,1,metal,heavy,broken,low,formal,54.01
Washing Machine,10.34,1.92,0,0,0,0,0,1,metal,heavy,working,medium,formal,45.27
Washing Machine,3.17,47.88,0,0,0,0,0,1,metal,heavy,damaged,low,informal,47.06
Washing Machine,8.28,42.13,0,0,0,0,0,1,metal,heavy,broken,high,formal,65.04
Washing Machine,11.47,48.85,0,0,0,0,0,1,metal,heavy,broken,low,none,64.75
Washing Machine,1.57,44.33,0,0,0,0,0,1,metal,heavy,broken,medium,informal,60.49
Washing Machine,11.37,26.58,0,0,0,0,0,1,metal,heavy,damaged,medium,none,61.01
Washing Machine,8.4,47.52,0,0,0,0,0,1,metal,heavy,damaged,high,none,61.83
Washing Machine,1.24,24.15,0,0,0,0,0,1,metal,heavy,working,medium,informal,48.98
Washing Machine,3.56,53.97,0,0,0,0,0,1,metal,heavy,broken,medium,none,68.98
Washing Machine,4.92,44.21,0,0,0,0,0,1,metal,heavy,damaged,low,none,57.64
Washing Machine,4.72,1.14,0,0,0,0,0,1,metal,heavy,working,medium,none,46.35
Washing Machine,4.35,41.73,0,0,0,0,0,1,metal,heavy,damaged,high,informal,62.13
Washing Machine,5.68,11.97,0,0,0,0,0,1,metal,heavy,damaged,low,informal,57.27
Washing Machine,3.36,18.26,0,0,0,0,0,1,metal,heavy,broken,medium,formal,56.01
Washing Machine,1.99,27.23,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,51.0
Washing Machine,9.82,2.69,0,0,0,0,0,1,metal,heavy,damaged,medium,formal,51.76
Washing Machine,6.5,39.83,0,0,0,0,0,1,metal,heavy,damaged,high,informal,60.33
Washing Machine,3.84,32.48,0,0,0,0,0,1,metal,heavy,working,low,informal,44.96
Washing Machine,1.51,50.78,0,0,0,0,0,1,metal,heavy,broken,medium,none,57.52
Washing Machine,5.15,13.3,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,59.65
Washing Machine,10.88,52.54,0,0,0,0,0,1,metal,heavy,broken,high,formal,68.36
Washing Machine,3.55,29.71,0,0,0,0,0,1,metal,heavy,broken,medium,none,57.61
Washing Machine,8.92,9.89,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,59.29
Washing Machine,8.65,22.08,0,0,0,0,0,1,metal,heavy,damaged,low,none,61.18
Washing Machine,8.84,12.59,0,0,0,0,0,1,metal,heavy,broken,medium,informal,62.53
Washing Machine,2.6,56.54,0,0,0,0,0,1,metal,heavy,broken,low,informal,58.5
Washing Machine,9.31,26.48,0,0,0,0,0,1,metal,heavy,broken,medium,formal,64.94
Washing Machine,7.78,58.56,0,0,0,0,0,1,metal,heavy,damaged,medium,none,63.15
Washing Machine,9.26,3.51,0,0,0,0,0,1,metal,heavy,broken,high,none,72.69
Washing Machine,7.99,51.38,0,0,0,0,0,1,metal,heavy,working,medium,none,53.71
Washing Machine,2.37,51.26,0,0,0,0,0,1,metal,heavy,damaged,medium,none,53.67
Washing Machine,5.32,11.65,0,0,0,0,0,1,metal,heavy,damaged,medium,informal,59.66
Washing Machine,7.19,46.85,0,0,0,0,0,1,metal,heavy,working,low,none,49.0
Washing Machine,1.37,14.81,0,0,0,0,0,1,metal,heavy,damaged,medium,none,53.33
Washing Machine,4.82,32.1,0,0,0,0,0,1,metal,heavy,broken,high,formal,54.93
Washing Machine,5.81,32.95,0,0,0,0,0,1,metal,heavy,broken,high,formal,59.89
Washing Machine,0.59,0.57,0,0,0,0,0,1,metal,heavy,damaged,medium,formal,50.45
Washing Machine,8.4,17.65,0,0,0,0,0,1,metal,heavy,damaged,medium,formal,48.38
Washing Machine,6.65,11.94,0,0,0,0,0,1,metal,heavy,damaged,low,none,51.01
Printer,9.17,6.63,0,1,0,0,0,1,composite,medium,damaged,low,informal,78.81
Printer,6.45,55.46,0,1,0,0,0,1,composite,medium,damaged,medium,informal,71.88
Printer,11.41,46.63,0,1,0,0,0,1,composite,medium,damaged,high,informal,90.6
Printer,2.67,42.07,0,1,0,0,0,1,composite,medium,damaged,medium,formal,68.84
Printer,8.84,13.8,0,1,0,0,0,1,composite,medium,working,high,formal,72.6
Printer,4.87,28.56,0,1,0,0,0,1,composite,medium,working,high,none,72.32
Printer,4.22,19.13,0,1,0,0,0,1,composite,medium,damaged,medium,formal,70.42
Printer,3.45,22.82,0,1,0,0,0,1,composite,medium,broken,medium,informal,79.96
Printer,8.36,1.19,0,1,0,0,0,1,composite,medium,broken,medium,none,85.14
Printer,4.64,27.91,0,1,0,0,0,1,composite,medium,damaged,high,formal,79.14
Printer,11.06,48.91,0,1,0,0,0,1,composite,medium,broken,high,formal,91.31
Printer,9.75,53.96,0,1,0,0,0,1,composite,medium,damaged,low,formal,65.65
Printer,1.65,21.81,0,1,0,0,0,1,composite,medium,damaged,low,informal,70.94
Printer,5.84,29.72,0,1,0,0,0,1,composite,medium,damaged,high,formal,72.71
Printer,6.44,44.16,0,1,0,0,0,1,composite,medium,damaged,high,informal,81.25
Printer,7.5,17.3,0,1,0,0,0,1,composite,medium,working,medium,informal,72.7
Printer,1.37,41.9,0,1,0,0,0,1,composite,medium,damaged,low,informal,69.6
Printer,5.05,19.35,0,1,0,0,0,1,composite,medium,damaged,high,none,88.2
Printer,1.36,27.65,0,1,0,0,0,1,composite,medium,broken,low,none,71.89
Printer,10.21,25.11,0,1,0,0,0,1,composite,medium,damaged,medium,none,83.36
Printer,0.89,35.59,0,1,0,0,0,1,composite,medium,working,medium,informal,56.87
Printer,1.73,8.75,0,1,0,0,0,1,composite,medium,working,medium,none,62.55
Printer,1.83,56.78,0,1,0,0,0,1,composite,medium,broken,medium,informal,86.91
Printer,7.25,49.97,0,1,0,0,0,1,composite,medium,working,medium,informal,72.88
Printer,4.86,20.42,0,1,0,0,0,1,composite,medium,damaged,high,informal,81.39
Printer,1.68,3.7,0,1,0,0,0,1,composite,medium,working,medium,informal,70.79
Printer,8.76,44.57,0,1,0,0,0,1,composite,medium,working,low,formal,58.94
Printer,2.04,56.63,0,1,0,0,0,1,composite,medium,broken,low,informal,76.06
Printer,4.59,47.46,0,1,0,0,0,1,composite,medium,damaged,low,none,64.55
Printer,4.82,29.87,0,1,0,0,0,1,composite,medium,damaged,low,informal,70.19
Printer,0.72,46.35,0,1,0,0,0,1,composite,medium,working,low,none,61.44
Printer,6.18,12.33,0,1,0,0,0,1,composite,medium,broken,medium,formal,79.66
Printer,10.89,6.27,0,1,0,0,0,1,composite,medium,broken,high,none,93.46
Printer,2.69,26.53,0,1,0,0,0,1,composite,medium,working,medium,none,66.14
Printer,4.94,19.82,0,1,0,0,0,1,composite,medium,damaged,high,formal,71.59
Printer,8.5,6.35,0,1,0,0,0,1,composite,medium,damaged,medium,formal,72.74
Printer,11.27,1.12,0,1,0,0,0,1,composite,medium,damaged,low,informal,70.88
Printer,2.02,22.59,0,1,0,0,0,1,composite,medium,damaged,high,informal,79.47
Printer,7.28,12.04,0,1,0,0,0,1,composite,medium,damaged,low,formal,69.17
Printer,6.97,56.7,0,1,0,0,0,1,composite,medium,working,medium,none,64.21
Printer,6.94,15.31,0,1,0,0,0,1,composite,medium,damaged,low,informal,78.18
Printer,9.5,27.32,0,1,0,0,0,1,composite,medium,damaged,medium,formal,71.52
Printer,5.08,34.8,0,1,0,0,0,1,composite,medium,broken,low,informal,79.5
Printer,0.78,18.79,0,1,0,0,0,1,composite,medium,broken,medium,informal,69.66
Printer,3.78,17.89,0,1,0,0,0,1,composite,medium,damaged,high,none,71.33
Printer,10.24,25.62,0,1,0,0,0,1,composite,medium,damaged,low,none,72.28
Printer,6.62,48.54,0,1,0,0,0,1,composite,medium,broken,low,none,76.65
Printer,2.49,0.17,0,1,0,0,0,1,composite,medium,damaged,medium,informal,78.45
Printer,2.66,51.58,0,1,0,0,0,1,composite,medium,damaged,low,informal,64.2
Printer,3.63,10.19,0,1,0,0,0,1,composite,medium,broken,high,informal,87.33
Printer,8.71,44.16,0,1,0,0,0,1,composite,medium,working,high,none,76.21
Printer,1.95,8.31,0,1,0,0,0,1,composite,medium,broken,medium,none,75.22
Printer,9.08,36.28,0,1,0,0,0,1,composite,medium,damaged,low,informal,73.37
Printer,8.41,47.55,0,1,0,0,0,1,composite,medium,damaged,low,none,78.64
Printer,4.47,6.4,0,1,0,0,0,1,composite,medium,damaged,high,formal,71.74
Printer,11.9,11.85,0,1,0,0,0,1,composite,medium,damaged,high,formal,78.75
Printer,11.66,56.85,0,1,0,0,0,1,composite,medium,broken,low,informal,87.2
Printer,4.4,10.55,0,1,0,0,0,1,composite,medium,damaged,high,informal,79.64
Printer,6.68,59.71,0,1,0,0,0,1,composite,medium,damaged,medium,informal,85.32
Printer,11.29,32.55,0,1,0,0,0,1,composite,medium,broken,low,formal,74.55
Printer,6.27,1.21,0,1,0,0,0,1,composite,medium,damaged,medium,formal,71.94
Printer,7.09,55.55,0,1,0,0,0,1,composite,medium,damaged,medium,none,70.59
Printer,9.53,12.01,0,1,0,0,0,1,composite,medium,working,medium,informal,78.16
Printer,7.69,59.18,0,1,0,0,0,1,composite,medium,damaged,low,none,77.53
Printer,3.4,46.64,0,1,0,0,0,1,composite,medium,broken,medium,informal,72.44
Printer,4.56,38.19,0,1,0,0,0,1,composite,medium,broken,medium,formal,72.95
Printer,6.18,47.5,0,1,0,0,0,1,composite,medium,damaged,medium,none,72.51
Printer,10.8,9.76,0,1,0,0,0,1,composite,medium,broken,low,formal,84.95
Printer,10.74,14.7,0,1,0,0,0,1,composite,medium,broken,high,none,90.45
Printer,5.18,50.88,0,1,0,0,0,1,composite,medium,damaged,medium,informal,78.61
Printer,7.93,58.37,0,1,0,0,0,1,composite,medium,working,medium,none,68.22
Printer,6.95,19.93,0,1,0,0,0,1,composite,medium,working,high,informal,78.19
Printer,11.23,48.36,0,1,0,0,0,1,composite,medium,damaged,low,informal,76.8
Printer,6.44,15.81,0,1,0,0,0,1,composite,medium,working,medium,formal,61.39
Printer,1.17,22.34,0,1,0,0,0,1,composite,medium,broken,medium,informal,70.51
Printer,11.27,3.3,0,1,0,0,0,1,composite,medium,damaged,high,none,90.86
Printer,2.62,17.76,0,1,0,0,0,1,composite,medium,broken,low,none,78.05
Printer,1.65,43.07,0,1,0,0,0,1,composite,medium,damaged,high,formal,75.71
Printer,0.77,22.39,0,1,0,0,0,1,composite,medium,working,medium,none,67.26
Printer,0.5,10.12,0,1,0,0,0,1,composite,medium,working,medium,none,61.24
Printer,1.61,36.39,0,1,0,0,0,1,composite,medium,damaged,high,formal,65.21
Printer,10.5,36.3,0,1,0,0,0,1,composite,medium,damaged,medium,formal,74.0
Printer,5.62,59.97,0,1,0,0,0,1,composite,medium,broken,high,none,86.86
Printer,0.54,18.22,0,1,0,0,0,1,composite,medium,working,medium,none,61.36
Printer,10.56,44.96,0,1,0,0,0,1,composite,medium,broken,low,formal,72.94
Printer,3.42,19.86,0,1,0,0,0,1,composite,medium,damaged,medium,informal,78.97
Printer,6.39,40.37,0,1,0,0,0,1,composite,medium,damaged,medium,formal,76.77
Printer,9.2,40.02,0,1,0,0,0,1,composite,medium,working,medium,informal,71.87
Printer,6.07,33.0,0,1,0,0,0,1,composite,medium,damaged,medium,none,77.47
Printer,2.06,4.01,0,1,0,0,0,1,composite,medium,broken,high,formal,76.62
Printer,5.6,11.18,0,1,0,0,0,1,composite,medium,damaged,high,none,76.05
Printer,7.44,18.73,0,1,0,0,0,1,composite,medium,broken,high,informal,97.13
Printer,4.24,17.61,0,1,0,0,0,1,composite,medium,working,high,informal,73.75
Printer,9.92,7.49,0,1,0,0,0,1,composite,medium,broken,high,none,84.86
Printer,5.07,13.04,0,1,0,0,0,1,composite,medium,damaged,medium,formal,67.99
Printer,10.46,1.94,0,1,0,0,0,1,composite,medium,damaged,high,none,96.62
Printer,10.69,43.74,0,1,0,0,0,1,composite,medium,broken,medium,informal,87.52
Printer,3.49,10.63,0,1,0,0,0,1,composite,medium,working,high,formal,66.23
Printer,8.96,9.14,0,1,0,0,0,1,composite,medium,broken,high,none,92.95
Printer,4.47,53.62,0,1,0,0,0,1,composite,medium,damaged,medium,formal,72.33
Printer,11.1,8.45,0,1,0,0,0,1,composite,medium,working,medium,none,68.66
Printer,0.51,45.43,0,1,0,0,0,1,composite,medium,broken,high,informal,85.99
Printer,10.89,24.6,0,1,0,0,0,1,composite,medium,damaged,medium,informal,83.6
Printer,4.14,15.5,0,1,0,0,0,1,composite,medium,working,medium,formal,68.1
Printer,2.2,39.23,0,1,0,0,0,1,composite,medium,damaged,high,informal,81.68
Printer,3.99,58.98,0,1,0,0,0,1,composite,medium,damaged,low,informal,76.41
Printer,1.15,58.71,0,1,0,0,0,1,composite,medium,damaged,medium,none,68.33
Printer,7.54,42.97,0,1,0,0,0,1,composite,medium,damaged,high,formal,79.04
Printer,3.04,9.69,0,1,0,0,0,1,composite,medium,damaged,high,none,84.01
Printer,8.79,14.48,0,1,0,0,0,1,composite,medium,working,high,informal,73.51
Printer,11.79,20.27,0,1,0,0,0,1,composite,medium,broken,low,formal,69.95
Printer,2.43,15.78,0,1,0,0,0,1,composite,medium,working,high,informal,73.44
Printer,1.58,10.31,0,1,0,0,0,1,composite,medium,working,medium,formal,60.74
Printer,8.76,4.39,0,1,0,0,0,1,composite,medium,broken,medium,none,84.34
Printer,7.41,40.91,0,1,0,0,0,1,composite,medium,broken,low,informal,79.66
Printer,0.67,7.16,0,1,0,0,0,1,composite,medium,damaged,medium,informal,71.61
Printer,0.87,28.16,0,1,0,0,0,1,composite,medium,broken,medium,informal,80.75
Printer,6.47,51.48,0,1,0,0,0,1,composite,medium,damaged,high,formal,80.44
Printer,3.72,3.2,0,1,0,0,0,1,composite,medium,broken,medium,formal,75.71
Printer,10.09,33.22,0,1,0,0,0,1,composite,medium,damaged,medium,informal,82.17
Printer,11.03,7.55,0,1,0,0,0,1,composite,medium,damaged,medium,informal,88.02
Printer,2.11,30.79,0,1,0,0,0,1,composite,medium,working,low,formal,44.26
Printer,9.27,25.65,0,1,0,0,0,1,composite,medium,damaged,high,none,76.77
Printer,4.82,38.41,0,1,0,0,0,1,composite,medium,damaged,high,none,78.33
Printer,2.46,8.18,0,1,0,0,0,1,composite,medium,damaged,medium,formal,65.91
Printer,11.19,43.05,0,1,0,0,0,1,composite,medium,broken,low,formal,79.48
Printer,6.49,10.33,0,1,0,0,0,1,composite,medium,damaged,medium,formal,74.25
Printer,2.42,1.72,0,1,0,0,0,1,composite,medium,damaged,high,informal,77.4
Printer,1.86,34.23,0,1,0,0,0,1,composite,medium,broken,high,informal,86.98
Printer,1.55,40.74,0,1,0,0,0,1,composite,medium,broken,high,formal,70.18
Printer,0.71,32.74,0,1,0,0,0,1,composite,medium,broken,high,formal,77.22
Printer,4.3,51.63,0,1,0,0,0,1,composite,medium,damaged,high,informal,75.29
Printer,9.39,19.97,0,1,0,0,0,1,composite,medium,broken,medium,informal,87.76
Printer,4.16,16.01,0,1,0,0,0,1,composite,medium,broken,low,none,70.05
Printer,11.82,1.2,0,1,0,0,0,1,composite,medium,damaged,medium,formal,78.64
Printer,0.64,35.28,0,1,0,0,0,1,composite,medium,damaged,high,formal,70.17
Printer,8.34,40.81,0,1,0,0,0,1,composite,medium,damaged,high,none,84.86
Printer,5.08,18.62,0,1,0,0,0,1,composite,medium,damaged,medium,informal,74.75
Printer,11.76,5.33,0,1,0,0,0,1,composite,medium,broken,medium,informal,87.2
Printer,5.45,24.58,0,1,0,0,0,1,composite,medium,damaged,high,none,85.79
Printer,1.75,6.5,0,1,0,0,0,1,composite,medium,damaged,low,informal,69.4
Printer,0.58,19.0,0,1,0,0,0,1,composite,medium,damaged,medium,none,65.07
Printer,10.55,21.55,0,1,0,0,0,1,composite,medium,working,high,none,79.19
Printer,11.98,15.52,0,1,0,0,0,1,composite,medium,broken,high,formal,88.7
Printer,10.94,18.58,0,1,0,0,0,1,composite,medium,broken,medium,none,87.4
Printer,6.62,28.68,0,1,0,0,0,1,composite,medium,working,high,formal,70.09
Printer,6.86,15.2,0,1,0,0,0,1,composite,medium,broken,low,formal,72.25
Printer,3.18,29.49,0,1,0,0,0,1,composite,medium,broken,high,informal,80.88
