component,age_years,weight_kg,contains_lithium,contains_lead,contains_mercury,contains_cadmium,recyclable,material_type,weight_class,condition,region_risk,disposal_history,hazard_score
Capacitor,4.82,10.7,0,0,0,0,1,electrochemical,light,broken,high,formal,64.93
Capacitor,5.81,10.99,0,0,0,0,1,electrochemical,light,broken,high,formal,69.89
Capacitor,0.59,0.19,0,0,0,0,1,electrochemical,light,damaged,medium,formal,60.45
Capacitor,8.4,5.89,0,0,0,0,1,electrochemical,light,damaged,medium,formal,58.38
Capacitor,6.65,3.98,0,0,0,0,1,electrochemical,light,damaged,low,none,61.01
Integrated-micro-circuit,9.17,2.22,0,1,0,0,1,silicon,light,damaged,low,informal,75.81
Integrated-micro-circuit,6.45,18.49,0,1,0,0,1,silicon,light,damaged,medium,informal,68.88
Integrated-micro-circuit,11.41,15.55,0,1,0,0,1,silicon,light,damaged,high,informal,87.6
Integrated-micro-circuit,2.67,14.03,0,1,0,0,1,silicon,light,damaged,medium,formal,65.84
Integrated-micro-circuit,8.84,4.6,0,1,0,0,1,silicon,light,working,high,formal,69.6
Integrated-micro-circuit,4.87,9.52,0,1,0,0,1,silicon,light,working,high,none,69.32
Integrated-micro-circuit,4.22,6.38,0,1,0,0,1,silicon,light,damaged,medium,formal,67.42
Integrated-micro-circuit,3.45,7.61,0,1,0,0,1,silicon,light,broken,medium,informal,76.96
Integrated-micro-circuit,8.36,0.4,0,1,0,0,1,silicon,light,broken,medium,none,82.14
Integrated-micro-circuit,4.64,9.31,0,1,0,0,1,silicon,light,damaged,high,formal,76.14
Integrated-micro-circuit,11.06,16.31,0,1,0,0,1,silicon,light,broken,high,formal,88.31
Integrated-micro-circuit,9.75,17.99,0,1,0,0,1,silicon,light,damaged,low,formal,62.65
Integrated-micro-circuit,1.65,7.27,0,1,0,0,1,silicon,light,damaged,low,informal,67.94
Integrated-micro-circuit,5.84,9.91,0,1,0,0,1,silicon,light,damaged,high,formal,69.71
Integrated-micro-circuit,6.44,14.72,0,1,0,0,1,silicon,light,damaged,high,informal,78.25
Integrated-micro-circuit,7.5,5.77,0,1,0,0,1,silicon,light,working,medium,informal,69.7
Integrated-micro-circuit,1.37,13.97,0,1,0,0,1,silicon,light,damaged,low,informal,66.6
Integrated-micro-circuit,5.05,6.45,0,1,0,0,1,silicon,light,damaged,high,none,85.2
Integrated-micro-circuit,1.36,9.22,0,1,0,0,1,silicon,light,broken,low,none,68.89
Integrated-micro-circuit,10.21,8.37,0,1,0,0,1,silicon,light,damaged,medium,none,80.36
Integrated-micro-circuit,0.89,11.87,0,1,0,0,1,silicon,light,working,medium,informal,53.87
Integrated-micro-circuit,1.73,2.92,0,1,0,0,1,silicon,light,working,medium,none,59.55
Integrated-micro-circuit,1.83,18.93,0,1,0,0,1,silicon,light,broken,medium,informal,83.91
Integrated-micro-circuit,7.25,16.66,0,1,0,0,1,silicon,light,working,medium,informal,69.88
Integrated-micro-circuit,4.86,6.81,0,1,0,0,1,silicon,light,damaged,high,informal,78.39
Integrated-micro-circuit,1.68,1.24,0,1,0,0,1,silicon,light,working,medium,informal,67.79
Integrated-micro-circuit,8.76,14.86,0,1,0,0,1,silicon,light,working,low,formal,55.94
Integrated-micro-circuit,2.04,18.88,0,1,0,0,1,silicon,light,broken,low,informal,73.06
Integrated-micro-circuit,4.59,15.82,0,1,0,0,1,silicon,light,damaged,low,none,61.55
Integrated-micro-circuit,4.82,9.96,0,1,0,0,1,silicon,light,damaged,low,informal,67.19
Integrated-micro-circuit,0.72,15.45,0,1,0,0,1,silicon,light,working,low,none,58.44
Integrated-micro-circuit,6.18,4.12,0,1,0,0,1,silicon,light,broken,medium,formal,76.66
Integrated-micro-circuit,10.89,2.1,0,1,0,0,1,silicon,light,broken,high,none,90.46
Integrated-micro-circuit,2.69,8.85,0,1,0,0,1,silicon,light,working,medium,none,63.14
Integrated-micro-circuit,4.94,6.61,0,1,0,0,1,silicon,light,damaged,high,formal,68.59
Integrated-micro-circuit,8.5,2.12,0,1,0,0,1,silicon,light,damaged,medium,formal,69.74
Integrated-micro-circuit,11.27,0.38,0,1,0,0,1,silicon,light,damaged,low,informal,67.88
Integrated-micro-circuit,2.02,7.53,0,1,0,0,1,silicon,light,damaged,high,informal,76.47
Integrated-micro-circuit,7.28,4.02,0,1,0,0,1,silicon,light,damaged,low,formal,66.17
Integrated-micro-circuit,6.97,18.9,0,1,0,0,1,silicon,light,working,medium,none,61.21
Integrated-micro-circuit,6.94,5.11,0,1,0,0,1,silicon,light,damaged,low,informal,75.18
Integrated-micro-circuit,9.5,9.11,0,1,0,0,1,silicon,light,damaged,medium,formal,68.52
Integrated-micro-circuit,5.08,11.6,0,1,0,0,1,silicon,light,broken,low,informal,76.5
Integrated-micro-circuit,0.78,6.27,0,1,0,0,1,silicon,light,broken,medium,informal,66.66
Integrated-micro-circuit,3.78,5.97,0,1,0,0,1,silicon,light,damaged,high,none,68.33
Integrated-micro-circuit,10.24,8.54,0,1,0,0,1,silicon,light,damaged,low,none,69.28
Integrated-micro-circuit,6.62,16.18,0,1,0,0,1,silicon,light,broken,low,none,73.65
Integrated-micro-circuit,2.49,0.06,0,1,0,0,1,silicon,light,damaged,medium,informal,75.45
Integrated-micro-circuit,2.66,17.19,0,1,0,0,1,silicon,light,damaged,low,informal,61.2
Integrated-micro-circuit,3.63,3.4,0,1,0,0,1,silicon,light,broken,high,informal,84.33
Integrated-micro-circuit,8.71,14.72,0,1,0,0,1,silicon,light,working,high,none,73.21
Integrated-micro-circuit,1.95,2.78,0,1,0,0,1,silicon,light,broken,medium,none,72.22
Integrated-micro-circuit,9.08,12.1,0,1,0,0,1,silicon,light,damaged,low,informal,70.37
Integrated-micro-circuit,8.41,15.85,0,1,0,0,1,silicon,light,damaged,low,none,75.64
Integrated-micro-circuit,4.47,2.14,0,1,0,0,1,silicon,light,damaged,high,formal,68.74
Integrated-micro-circuit,11.9,3.96,0,1,0,0,1,silicon,light,damaged,high,formal,75.75
Integrated-micro-circuit,11.66,18.95,0,1,0,0,1,silicon,light,broken,low,informal,84.2
Integrated-micro-circuit,4.4,3.52,0,1,0,0,1,silicon,light,damaged,high,informal,76.64
Integrated-micro-circuit,6.68,19.9,0,1,0,0,1,silicon,light,damaged,medium,informal,82.32
Integrated-micro-circuit,11.29,10.85,0,1,0,0,1,silicon,light,broken,low,formal,71.55
Integrated-micro-circuit,6.27,0.41,0,1,0,0,1,silicon,light,damaged,medium,formal,68.94
Integrated-micro-circuit,7.09,18.52,0,1,0,0,1,silicon,light,damaged,medium,none,67.59
Integrated-micro-circuit,9.53,4.01,0,1,0,0,1,silicon,light,working,medium,informal,75.16
Integrated-micro-circuit,7.69,19.73,0,1,0,0,1,silicon,light,damaged,low,none,74.53
Integrated-micro-circuit,3.4,15.55,0,1,0,0,1,silicon,light,broken,medium,informal,69.44
Integrated-micro-circuit,4.56,12.73,0,1,0,0,1,silicon,light,broken,medium,formal,69.95
Integrated-micro-circuit,6.18,15.83,0,1,0,0,1,silicon,light,damaged,medium,none,69.51
Integrated-micro-circuit,10.8,3.26,0,1,0,0,1,silicon,light,broken,low,formal,81.95
Integrated-micro-circuit,10.74,4.91,0,1,0,0,1,silicon,light,broken,high,none,87.45
Integrated-micro-circuit,5.18,16.96,0,1,0,0,1,silicon,light,damaged,medium,informal,75.61
Integrated-micro-circuit,7.93,19.46,0,1,0,0,1,silicon,light,working,medium,none,65.22
Integrated-micro-circuit,6.95,6.65,0,1,0,0,1,silicon,light,working,high,informal,75.19
Integrated-micro-circuit,11.23,16.12,0,1,0,0,1,silicon,light,damaged,low,informal,73.8
Integrated-micro-circuit,6.44,5.27,0,1,0,0,1,silicon,light,working,medium,formal,58.39
Integrated-micro-circuit,1.17,7.45,0,1,0,0,1,silicon,light,broken,medium,informal,67.51
Integrated-micro-circuit,11.27,1.11,0,1,0,0,1,silicon,light,damaged,high,none,87.86
Integrated-micro-circuit,2.62,5.93,0,1,0,0,1,silicon,light,broken,low,none,75.05
Integrated-micro-circuit,1.65,14.36,0,1,0,0,1,silicon,light,damaged,high,formal,72.71
Integrated-micro-circuit,0.77,7.47,0,1,0,0,1,silicon,light,working,medium,none,64.26
Integrated-micro-circuit,0.5,3.38,0,1,0,0,1,silicon,light,working,medium,none,58.24
Integrated-micro-circuit,1.61,12.13,0,1,0,0,1,silicon,light,damaged,high,formal,62.21
Integrated-micro-circuit,10.5,12.1,0,1,0,0,1,silicon,light,damaged,medium,formal,71.0
Integrated-micro-circuit,5.62,19.99,0,1,0,0,1,silicon,light,broken,high,none,83.86
Integrated-micro-circuit,0.54,6.08,0,1,0,0,1,silicon,light,working,medium,none,58.36
Integrated-micro-circuit,10.56,14.99,0,1,0,0,1,silicon,light,broken,low,formal,69.94
Integrated-micro-circuit,3.42,6.62,0,1,0,0,1,silicon,light,damaged,medium,informal,75.97
Integrated-micro-circuit,6.39,13.46,0,1,0,0,1,silicon,light,damaged,medium,formal,73.77
Integrated-micro-circuit,9.2,13.34,0,1,0,0,1,silicon,light,working,medium,informal,68.87
Integrated-micro-circuit,6.07,11.0,0,1,0,0,1,silicon,light,damaged,medium,none,74.47
Integrated-micro-circuit,2.06,1.34,0,1,0,0,1,silicon,light,broken,high,formal,73.62
Integrated-micro-circuit,5.6,3.73,0,1,0,0,1,silicon,light,damaged,high,none,73.05
Integrated-micro-circuit,7.44,6.25,0,1,0,0,1,silicon,light,broken,high,informal,94.13
Integrated-micro-circuit,4.24,5.87,0,1,0,0,1,silicon,light,working,high,informal,70.75
Integrated-micro-circuit,9.92,2.5,0,1,0,0,1,silicon,light,broken,high,none,81.86
Integrated-micro-circuit,5.07,4.35,0,1,0,0,1,silicon,light,damaged,medium,formal,64.99
Integrated-micro-circuit,10.46,0.65,0,1,0,0,1,silicon,light,damaged,high,none,93.62
Integrated-micro-circuit,10.69,14.58,0,1,0,0,1,silicon,light,broken,medium,informal,84.52
Integrated-micro-circuit,3.49,3.55,0,1,0,0,1,silicon,light,working,high,formal,63.23
Integrated-micro-circuit,8.96,3.05,0,1,0,0,1,silicon,light,broken,high,none,89.95
Integrated-micro-circuit,4.47,17.87,0,1,0,0,1,silicon,light,damaged,medium,formal,69.33
Integrated-micro-circuit,11.1,2.82,0,1,0,0,1,silicon,light,working,medium,none,65.66
Integrated-micro-circuit,0.51,15.15,0,1,0,0,1,silicon,light,broken,high,informal,82.99
Integrated-micro-circuit,10.89,8.2,0,1,0,0,1,silicon,light,damaged,medium,informal,80.6
Integrated-micro-circuit,4.14,5.17,0,1,0,0,1,silicon,light,working,medium,formal,65.1
Integrated-micro-circuit,2.2,13.08,0,1,0,0,1,silicon,light,damaged,high,informal,78.68
Integrated-micro-circuit,3.99,19.66,0,1,0,0,1,silicon,light,damaged,low,informal,73.41
Integrated-micro-circuit,1.15,19.57,0,1,0,0,1,silicon,light,damaged,medium,none,65.33
Integrated-micro-circuit,7.54,14.33,0,1,0,0,1,silicon,light,damaged,high,formal,76.04
Integrated-micro-circuit,3.04,3.24,0,1,0,0,1,silicon,light,damaged,high,none,81.01
Integrated-micro-circuit,8.79,4.83,0,1,0,0,1,silicon,light,working,high,informal,70.51
Integrated-micro-circuit,11.79,6.76,0,1,0,0,1,silicon,light,broken,low,formal,66.95
Integrated-micro-circuit,2.43,5.26,0,1,0,0,1,silicon,light,working,high,informal,70.44
Integrated-micro-circuit,1.58,3.44,0,1,0,0,1,silicon,light,working,medium,formal,57.74
Integrated-micro-circuit,8.76,1.47,0,1,0,0,1,silicon,light,broken,medium,none,81.34
Integrated-micro-circuit,7.41,13.64,0,1,0,0,1,silicon,light,broken,low,informal,76.66
Integrated-micro-circuit,0.67,2.39,0,1,0,0,1,silicon,light,damaged,medium,informal,68.61
Integrated-micro-circuit,0.87,9.39,0,1,0,0,1,silicon,light,broken,medium,informal,77.75
Integrated-micro-circuit,6.47,17.16,0,1,0,0,1,silicon,light,damaged,high,formal,77.44
Integrated-micro-circuit,3.72,1.07,0,1,0,0,1,silicon,light,broken,medium,formal,72.71
Integrated-micro-circuit,10.09,11.08,0,1,0,0,1,silicon,light,damaged,medium,informal,79.17
Integrated-micro-circuit,11.03,2.52,0,1,0,0,1,silicon,light,damaged,medium,informal,85.02
Integrated-micro-circuit,2.11,10.27,0,1,0,0,1,silicon,light,working,low,formal,41.26
Integrated-micro-circuit,9.27,8.55,0,1,0,0,1,silicon,light,damaged,high,none,73.77
Integrated-micro-circuit,4.82,12.8,0,1,0,0,1,silicon,light,damaged,high,none,75.33
Integrated-micro-circuit,2.46,2.73,0,1,0,0,1,silicon,light,damaged,medium,formal,62.91
Integrated-micro-circuit,11.19,14.35,0,1,0,0,1,silicon,light,broken,low,formal,76.48
Integrated-micro-circuit,6.49,3.45,0,1,0,0,1,silicon,light,damaged,medium,formal,71.25
Integrated-micro-circuit,2.42,0.58,0,1,0,0,1,silicon,light,damaged,high,informal,74.4
Integrated-micro-circuit,1.86,11.41,0,1,0,0,1,silicon,light,broken,high,informal,83.98
Integrated-micro-circuit,1.55,13.58,0,1,0,0,1,silicon,light,broken,high,formal,67.18
Integrated-micro-circuit,0.71,10.92,0,1,0,0,1,silicon,light,broken,high,formal,74.22
Integrated-micro-circuit,4.3,17.21,0,1,0,0,1,silicon,light,damaged,high,informal,72.29
Integrated-micro-circuit,9.39,6.66,0,1,0,0,1,silicon,light,broken,medium,informal,84.76
Integrated-micro-circuit,4.16,5.34,0,1,0,0,1,silicon,light,broken,low,none,67.05
Integrated-micro-circuit,11.82,0.41,0,1,0,0,1,silicon,light,damaged,medium,formal,75.64
Integrated-micro-circuit,0.64,11.76,0,1,0,0,1,silicon,light,damaged,high,formal,67.17
Integrated-micro-circuit,8.34,13.61,0,1,0,0,1,silicon,light,damaged,high,none,81.86
Integrated-micro-circuit,5.08,6.21,0,1,0,0,1,silicon,light,damaged,medium,informal,71.75
Integrated-micro-circuit,11.76,1.78,0,1,0,0,1,silicon,light,broken,medium,informal,84.2
Integrated-micro-circuit,5.45,8.2,0,1,0,0,1,silicon,light,damaged,high,none,82.79
Integrated-micro-circuit,1.75,2.17,0,1,0,0,1,silicon,light,damaged,low,informal,66.4
Integrated-micro-circuit,0.58,6.34,0,1,0,0,1,silicon,light,damaged,medium,none,62.07
Integrated-micro-circuit,10.55,7.19,0,1,0,0,1,silicon,light,working,high,none,76.19
Integrated-micro-circuit,11.98,5.18,0,1,0,0,1,silicon,light,broken,high,formal,85.7
Integrated-micro-circuit,10.94,6.2,0,1,0,0,1,silicon,light,broken,medium,none,84.4
Integrated-micro-circuit,6.62,9.56,0,1,0,0,1,silicon,light,working,high,formal,67.09
Integrated-micro-circuit,6.86,5.07,0,1,0,0,1,silicon,light,broken,low,formal,69.25
Integrated-micro-circuit,3.18,9.83,0,1,0,0,1,silicon,light,broken,high,informal,77.88
Integrated-micro-circuit,1.52,13.88,0,1,0,0,1,silicon,light,working,high,formal,54.58
Integrated-micro-circuit,10.38,2.54,0,1,0,0,1,silicon,light,damaged,low,none,69.98
microchip,10.91,8.7,0,1,0,0,1,silicon,light,damaged,high,informal,92.72
microchip,8.43,2.15,0,1,0,0,1,silicon,light,broken,medium,formal,71.41
microchip,9.54,7.55,0,1,0,0,1,silicon,light,working,medium,none,71.09
microchip,4.71,12.03,0,1,0,0,1,silicon,light,damaged,medium,none,65.91
microchip,6.29,9.3,0,1,0,0,1,silicon,light,broken,medium,formal,75.99
microchip,9.43,15.77,0,1,0,0,1,silicon,light,broken,medium,none,79.55
microchip,10.77,3.89,0,1,0,0,1,silicon,light,working,high,none,81.39
microchip,6.77,1.03,0,1,0,0,1,silicon,light,broken,medium,informal,80.52
microchip,6.28,9.84,0,1,0,0,1,silicon,light,working,medium,formal,55.64
microchip,7.29,12.21,0,1,0,0,1,silicon,light,working,high,none,66.9
microchip,3.23,5.78,0,1,0,0,1,silicon,light,broken,high,none,77.26
microchip,6.93,3.76,0,1,0,0,1,silicon,light,damaged,medium,informal,69.17
microchip,9.48,16.81,0,1,0,0,1,silicon,light,damaged,high,formal,73.36
microchip,1.45,12.84,0,1,0,0,1,silicon,light,damaged,high,informal,72.74
microchip,3.8,10.02,0,1,0,0,1,silicon,light,damaged,medium,none,68.9
microchip,11.69,5.34,0,1,0,0,1,silicon,light,broken,medium,none,81.72
microchip,5.97,19.88,0,1,0,0,1,silicon,light,broken,high,none,74.63
microchip,4.76,0.41,0,1,0,0,1,silicon,light,damaged,medium,informal,68.63
microchip,11.7,18.23,0,1,0,0,1,silicon,light,working,medium,informal,73.68
microchip,6.53,11.45,0,1,0,0,1,silicon,light,broken,high,formal,74.64
microchip,8.71,8.71,0,1,0,0,1,silicon,light,damaged,low,informal,65.31
microchip,8.49,15.39,0,1,0,0,1,silicon,light,working,low,none,58.19
microchip,0.61,18.74,0,1,0,0,1,silicon,light,damaged,medium,formal,58.98
microchip,2.42,10.58,0,1,0,0,1,silicon,light,damaged,medium,formal,55.88
microchip,0.93,0.54,0,1,0,0,1,silicon,light,broken,medium,none,63.03
microchip,6.4,14.26,0,1,0,0,1,silicon,light,damaged,low,informal,58.84
microchip,4.26,8.86,0,1,0,0,1,silicon,light,damaged,medium,informal,75.78
microchip,8.62,10.69,0,1,0,0,1,silicon,light,damaged,high,informal,81.57
microchip,5.25,15.29,0,1,0,0,1,silicon,light,damaged,low,none,64.81
microchip,5.42,6.62,0,1,0,0,1,silicon,light,working,medium,informal,61.14
microchip,1.7,12.25,0,1,0,0,1,silicon,light,broken,high,none,78.25
microchip,10.45,5.94,0,1,0,0,1,silicon,light,working,medium,informal,68.56
microchip,7.12,11.67,0,1,0,0,1,silicon,light,broken,medium,formal,69.83
microchip,11.67,2.37,0,1,0,0,1,silicon,light,broken,low,formal,74.23
microchip,1.04,14.11,0,1,0,0,1,silicon,light,broken,medium,none,76.29
microchip,10.22,5.94,0,1,0,0,1,silicon,light,damaged,high,none,84.89
microchip,11.73,18.04,0,1,0,0,1,silicon,light,working,high,informal,74.94
microchip,6.87,10.6,0,1,0,0,1,silicon,light,damaged,low,none,67.28
microchip,9.73,2.8,0,1,0,0,1,silicon,light,broken,medium,informal,84.13
microchip,8.55,10.96,0,1,0,0,1,silicon,light,damaged,low,informal,68.59
microchip,2.73,4.18,0,1,0,0,1,silicon,light,damaged,high,informal,75.63
microchip,10.52,14.97,0,1,0,0,1,silicon,light,broken,medium,none,75.37
microchip,2.11,6.97,0,1,0,0,1,silicon,light,damaged,medium,none,62.68
microchip,3.84,12.3,0,1,0,0,1,silicon,light,broken,high,none,74.35
microchip,10.14,10.51,0,1,0,0,1,silicon,light,working,medium,informal,65.69
microchip,4.74,7.29,0,1,0,0,1,silicon,light,broken,medium,none,76.55
microchip,9.13,5.32,0,1,0,0,1,silicon,light,damaged,high,informal,82.73
microchip,10.01,16.89,0,1,0,0,1,silicon,light,damaged,medium,none,74.73
microchip,5.47,10.78,0,1,0,0,1,silicon,light,damaged,medium,informal,79.04
microchip,2.1,0.08,0,1,0,0,1,silicon,light,working,high,formal,53.22
microchip,10.95,4.31,0,1,0,0,1,silicon,light,working,low,formal,59.79
microchip,7.56,3.77,0,1,0,0,1,silicon,light,damaged,medium,none,72.37
microchip,3.34,14.64,0,1,0,0,1,silicon,light,damaged,medium,informal,71.27
microchip,1.29,19.1,0,1,0,0,1,silicon,light,working,high,none,58.83
microchip,11.63,9.56,0,1,0,0,1,silicon,light,broken,medium,formal,70.08
microchip,11.79,1.93,0,1,0,0,1,silicon,light,damaged,medium,informal,75.16
microchip,8.12,2.33,0,1,0,0,1,silicon,light,damaged,medium,none,74.85
microchip,3.16,10.18,0,1,0,0,1,silicon,light,broken,medium,informal,69.3
microchip,4.78,9.12,0,1,0,0,1,silicon,light,working,medium,informal,64.48
microchip,7.52,7.29,0,1,0,0,1,silicon,light,working,high,informal,74.42
microchip,3.08,3.91,0,1,0,0,1,silicon,light,working,high,formal,49.3
microchip,7.17,17.54,0,1,0,0,1,silicon,light,broken,medium,formal,77.32
microchip,5.4,12.13,0,1,0,0,1,silicon,light,damaged,medium,formal,59.14
microchip,9.13,6.79,0,1,0,0,1,silicon,light,broken,low,informal,78.96
microchip,8.61,4.55,0,1,0,0,1,silicon,light,broken,medium,informal,79.28
microchip,7.37,9.45,0,1,0,0,1,silicon,light,damaged,medium,formal,57.07
microchip,2.96,0.13,0,1,0,0,1,silicon,light,damaged,high,none,74.96
microchip,8.63,14.45,0,1,0,0,1,silicon,light,working,low,formal,56.37
microchip,8.74,6.9,0,1,0,0,1,silicon,light,broken,medium,none,77.85
microchip,4.42,8.18,0,1,0,0,1,silicon,light,damaged,high,formal,67.59
microchip,4.54,16.75,0,1,0,0,1,silicon,light,working,high,none,65.42
microchip,4.78,15.53,0,1,0,0,1,silicon,light,damaged,medium,none,65.72
microchip,1.86,16.67,0,1,0,0,1,silicon,light,broken,medium,none,66.41
microchip,5.44,9.89,0,1,0,0,1,silicon,light,working,high,formal,65.09
microchip,8.52,10.13,0,1,0,0,1,silicon,light,working,high,none,65.01
microchip,1.9,7.27,0,1,0,0,1,silicon,light,damaged,medium,none,64.83
microchip,7.11,17.8,0,1,0,0,1,silicon,light,damaged,medium,none,74.92
microchip,3.85,2.58,0,1,0,0,1,silicon,light,broken,medium,none,72.28
microchip,11.29,1.08,0,1,0,0,1,silicon,light,damaged,medium,informal,73.33
microchip,6.9,14.18,0,1,0,0,1,silicon,light,working,high,informal,74.85
microchip,11.42,6.8,0,1,0,0,1,silicon,light,working,medium,formal,62.65
microchip,4.74,1.33,0,1,0,0,1,silicon,light,damaged,medium,formal,69.22
microchip,10.97,6.09,0,1,0,0,1,silicon,light,damaged,medium,formal,68.28
microchip,1.43,7.75,0,1,0,0,1,silicon,light,damaged,medium,none,66.21
microchip,1.14,5.7,0,1,0,0,1,silicon,light,broken,low,none,70.46
microchip,2.26,1.33,0,1,0,0,1,silicon,light,working,low,informal,49.39
microchip,6.42,11.78,0,1,0,0,1,silicon,light,broken,medium,informal,74.74
microchip,5.27,16.84,0,1,0,0,1,silicon,light,working,low,none,47.34
microchip,2.83,17.8,0,1,0,0,1,silicon,light,broken,low,formal,72.25
microchip,3.66,14.34,0,1,0,0,1,silicon,light,damaged,medium,formal,60.96
microchip,9.13,4.3,0,1,0,0,1,silicon,light,broken,medium,informal,76.03
microchip,9.41,8.67,0,1,0,0,1,silicon,light,working,high,formal,65.13
microchip,0.8,0.42,0,1,0,0,1,silicon,light,damaged,medium,informal,60.41
microchip,8.32,1.17,0,1,0,0,1,silicon,light,broken,low,none,68.89
microchip,2.47,15.43,0,1,0,0,1,silicon,light,working,low,none,52.84
microchip,8.58,11.15,0,1,0,0,1,silicon,light,broken,medium,informal,84.5
microchip,6.08,7.08,0,1,0,0,1,silicon,light,broken,low,formal,73.66
microchip,2.74,7.82,0,1,0,0,1,silicon,light,broken,low,none,70.88
microchip,9.01,8.97,0,1,0,0,1,silicon,light,broken,high,informal,93.93
microchip,7.31,17.58,0,1,0,0,1,silicon,light,damaged,medium,formal,68.33
microchip,0.93,0.87,0,1,0,0,1,silicon,light,broken,medium,none,73.34
microchip,6.02,17.41,0,1,0,0,1,silicon,light,damaged,high,none,76.61
microchip,3.46,11.29,0,1,0,0,1,silicon,light,damaged,low,informal,62.84
microchip,11.41,12.83,0,1,0,0,1,silicon,light,broken,medium,informal,81.46
microchip,6.4,13.52,0,1,0,0,1,silicon,light,broken,medium,none,76.57
microchip,11.21,7.96,0,1,0,0,1,silicon,light,broken,high,formal,83.22
microchip,10.93,9.69,0,1,0,0,1,silicon,light,damaged,medium,formal,74.09
microchip,0.68,5.47,0,1,0,0,1,silicon,light,working,medium,none,55.34
microchip,9.69,18.9,0,1,0,0,1,silicon,light,damaged,medium,none,75.19
microchip,8.5,18.49,0,1,0,0,1,silicon,light,broken,medium,none,83.99
microchip,0.96,7.73,0,1,0,0,1,silicon,light,damaged,low,formal,55.64
microchip,9.73,19.76,0,1,0,0,1,silicon,light,damaged,medium,none,70.15
microchip,2.42,14.36,0,1,0,0,1,silicon,light,broken,low,none,67.38
microchip,6.62,5.36,0,1,0,0,1,silicon,light,broken,medium,formal,62.55
microchip,3.95,10.63,0,1,0,0,1,silicon,light,damaged,medium,formal,57.46
microchip,7.61,14.37,0,1,0,0,1,silicon,light,damaged,high,informal,72.97
microchip,5.68,12.94,0,1,0,0,1,silicon,light,broken,high,formal,74.38
microchip,4.12,14.01,0,1,0,0,1,silicon,light,broken,high,none,70.76
microchip,3.63,17.5,0,1,0,0,1,silicon,light,broken,medium,none,73.02
microchip,6.62,5.85,0,1,0,0,1,silicon,light,damaged,medium,formal,64.05
microchip,0.85,8.68,0,1,0,0,1,silicon,light,damaged,high,none,75.53
microchip,5.55,14.92,0,1,0,0,1,silicon,light,working,medium,informal,64.4
microchip,0.71,14.45,0,1,0,0,1,silicon,light,broken,medium,informal,72.51
microchip,3.81,6.49,0,1,0,0,1,silicon,light,damaged,medium,formal,63.69
microchip,4.06,18.0,0,1,0,0,1,silicon,light,damaged,high,none,71.42
microchip,4.49,17.25,0,1,0,0,1,silicon,light,broken,low,informal,79.49
microchip,4.73,8.32,0,1,0,0,1,silicon,light,broken,medium,none,75.76
microchip,8.23,5.05,0,1,0,0,1,silicon,light,damaged,high,none,73.78
microchip,4.28,10.68,0,1,0,0,1,silicon,light,working,low,informal,58.91
microchip,8.47,18.81,0,1,0,0,1,silicon,light,damaged,medium,none,72.55
microchip,7.88,0.63,0,1,0,0,1,silicon,light,broken,high,none,90.52
microchip,11.89,1.82,0,1,0,0,1,silicon,light,damaged,medium,informal,79.45
microchip,7.49,3.08,0,1,0,0,1,silicon,light,working,medium,formal,61.92
microchip,4.26,9.77,0,1,0,0,1,silicon,light,broken,low,informal,69.06
microchip,7.47,15.11,0,1,0,0,1,silicon,light,broken,high,none,78.92
microchip,8.67,13.23,0,1,0,0,1,silicon,light,working,high,formal,65.09
microchip,5.47,13.36,0,1,0,0,1,silicon,light,damaged,medium,formal,69.23
microchip,11.02,8.28,0,1,0,0,1,silicon,light,damaged,high,none,77.89
microchip,3.57,8.81,0,1,0,0,1,silicon,light,broken,medium,formal,62.66
microchip,6.37,10.59,0,1,0,0,1,silicon,light,broken,medium,formal,72.53
microchip,3.16,17.49,0,1,0,0,1,silicon,light,working,medium,formal,53.21
microchip,4.54,7.23,0,1,0,0,1,silicon,light,broken,medium,none,79.61
microchip,10.82,18.04,0,1,0,0,1,silicon,light,damaged,high,formal,78.31
microchip,3.66,5.47,0,1,0,0,1,silicon,light,damaged,medium,informal,67.36
microchip,8.86,17.9,0,1,0,0,1,silicon,light,damaged,low,none,65.89
microchip,1.53,11.27,0,1,0,0,1,silicon,light,working,low,informal,53.0
microchip,3.74,12.09,0,1,0,0,1,silicon,light,broken,high,formal,70.54
microchip,8.63,11.76,0,1,0,0,1,silicon,light,damaged,medium,none,64.56
microchip,0.99,0.23,0,1,0,0,1,silicon,light,damaged,low,none,57.85
microchip,2.77,10.97,0,1,0,0,1,silicon,light,working,low,formal,43.65
microprocessor,11.47,2.85,0,1,0,0,1,silicon,light,broken,low,formal,65.43
microprocessor,11.44,18.9,0,1,0,0,1,silicon,light,broken,medium,informal,92.18
microprocessor,4.6,18.94,0,1,0,0,1,silicon,light,damaged,medium,formal,67.23
microprocessor,1.82,16.74,0,1,0,0,1,silicon,light,working,high,formal,57.76
microprocessor,10.7,14.6,0,1,0,0,1,silicon,light,working,medium,informal,77.13
microprocessor,5.14,7.98,0,1,0,0,1,silicon,light,working,medium,none,67.15
microprocessor,4.68,19.03,0,1,0,0,1,silicon,light,broken,low,formal,70.41
microprocessor,0.55,5.48,0,1,0,0,1,silicon,light,damaged,high,formal,74.71
microprocessor,1.77,18.44,0,1,0,0,1,silicon,light,broken,medium,none,83.22
